// Taken from https://ssd.jpl.nasa.gov/?bodies
// For Types: S=Star, H=Hostile, E=Garden, A=Airless, G=Gas Giant
// Type,Name,Radius,Mass/Density,Parent,SemiMajorAxis,Eccentricity,LongOfPeriapsis,MeanAnom
// Mass/Density: if negative, then mass is actually density
// For Type: B=Random Belt
// Type,Count,Parent,MinSemiMajAxis,MaxSemiMajAxis,MinEccentricity,MaxEccentricity
S,Sol,6.957E8,1.9885e+30
A,Greip,3E3,3.3E14,Saturn,1.8457E10,0.3146,152.160,314.541
A,Tarqeq,3E3,3.3E14,Saturn,1.7962E10,0.1675,34.767,161.020
G,Uranus,2.5362E7,8.68127E25,Sol,2.870657019E12,0.04725744,170.9542763,142.28382821
A,Ariel,5.789E5,1.29E21,Uranus,1.909E8,0.0012,115.349,39.481
A,Umbriel,5.847E5,1.22E21,Uranus,2.66E8,0.0039,84.709,12.469
A,Titania,7.889E5,3.420E21,Uranus,4.363E8,0.0011,284.400,24.614
A,Oberon,7.614E5,2.883E21,Uranus,5.835E8,0.0014,104.400,283.088
A,Miranda,2.358E5,6.6E19,Uranus,1.299E8,0.0013,68.312,311.330
A,Cordelia,2.01E4,4.5E16,Uranus,4.98E7,0.0003,136.827,254.805
A,Ophelia,2.14E4,5.4E16,Uranus,5.38E7,0.0099,17.761,116.259
A,Bianca,2.7E4,9.3E16,Uranus,5.92E7,0.0009,8.293,138.486
A,Cressida,4.1E4,3.43E17,Uranus,6.18E7,0.0004,44.236,233.795
A,Desdemona,3.5E4,1.78E17,Uranus,6.27E7,0.0001,183.285,184.627
A,Juliet,5.3E4,5.58E17,Uranus,6.44E7,0.0007,223.819,244.696
A,Portia,7.0E4,1.682E18,Uranus,6.61E7,0.0001,222.433,218.312
A,Rosalind,3.6E4,2.55E17,Uranus,6.99E7,0.0001,140.477,136.181
A,Belinda,4.5E4,3.57E17,Uranus,7.53E7,0.0001,42.406,357.224
A,Puck,8.1E4,2.894E18,Uranus,8.6E7,0.0001,177.094,245.796
A,Perdita,1.3E4,1.8E16,Uranus,7.6417E7,0.0116,253.925,192.405
A,Mab,1.2E4,9E15,Uranus,9.7736E7,0.0025,249.565,273.769
A,Cupid,9E3,3E15,Uranus,7.4392E7,0.0013,247.608,163.830
A,Caliban,3.6E4,3.0E17,Uranus,7.2311E9,0.1812,354.339,7.271
A,Sycorax,7.5E4,2.7E18,Uranus,1.21794E10,0.5219,20.130,266.583
A,Prospero,2.5E4,9.9E16,Uranus,1.62768E10,0.4445,174.152,233.586
A,Setebos,2.4E4,8.7E16,Uranus,1.74204E10,0.5908,359.953,179.449
A,Stephano,1.6E4,2.5E16,Uranus,8.0074E9,0.2248,14.956,270.163
A,Trinculo,9E3,4.6E15,Uranus,8.5052E9,0.2194,158.688,180.374
A,Francisco,1.1E4,8.4E15,Uranus,4.2829E9,0.1324,140.644,3.202
A,Margaret,1.0E4,6.3E15,Uranus,1.41467E10,0.6772,90.017,322.187
A,Ferdinand,1.0E4,6.3E15,Uranus,2.043E10,0.3993,156.298,26.163
G,Neptune,2.4622E7,1.024126E26,Sol,4.498394613E12,0.00859048,44.96476227,-100.08479196
A,Triton,1.3534E6,2.1395E22,Neptune,3.54759E8,0.0000,66.142,352.257
A,Nereid,1.70E5,3.09E19,Neptune,5.513818E9,0.7507,281.117,216.692
A,Naiad,3.3E4,1.9E17,Neptune,4.8227E7,0.0003,2.045,30.035
A,Thalassa,4.1E4,3.7E17,Neptune,5.0074E7,0.0002,237.065,262.923
A,Despina,7.5E4,2.1E18,Neptune,5.2526E7,0.0002,176.857,230.812
A,Galatea,8.8E4,3.7E18,Neptune,6.1953E7,0.0001,343.011,65.999
A,Larissa,9.7E4,4.9E18,Neptune,7.3548E7,0.0014,249.891,166.246
A,Proteus,2.1E5,5.0E19,Neptune,1.17646E8,0.0005,67.976,250.938
A,Halimede,3.1E4,1.8E17,Neptune,1.6681E10,0.2909,162.119,105.258
A,Psamathe,2.0E4,4.9E16,Neptune,4.6705E10,0.4617,144.158,190.027
A,Sao,2.2E4,6.7E16,Neptune,2.2619E10,0.2827,65.047,168.139
A,Laomedeia,2.1E4,5.8E16,Neptune,2.3613E10,0.4339,140.107,285.863
A,Neso,3.0E4,1.6E17,Neptune,5.0258E10,0.4243,86.441,260.648
A,Pluto,1.1883E6,1.303E22,Sol,5.906438228E12,0.2488273,224.06891629,14.86013204
A,Charon,6.036E5,1.533E21,Pluto,1.9591E7,0.0002,146.106,131.070
A,Nix,2.3E4,1.9E16,Pluto,4.8671E7,0.0000,324.463,284.405
A,Hydra,3.05E4,9.7E16,Pluto,6.4698E7,0.0056,153.307,326.678
A,Kerberos,1.4E4,1.6E16,Pluto,5.7729E7,0.0000,160.629,161.061
A,Styx,1.0E4,6E15,Pluto,4.2393E7,0.0006,330.244,194.546
B,100,Sol,4.49E12,8.23E12,0.0,0.1
B,25,Sol,2.24E12,1E13,0.5,0.99
